1.6873e-08	2.4173e-09	8.8574e-09	8.7942e-09	3.4546e-08	3.7122e-08	4.1709e-08	1.0004e-08	2.8948e-08	2.206e-08	1.6982e-08	2.344e-08	4.2419e-08	2.788e-08	3.2919e-08	3.0955e-08	3.459e-08	2.1572e-08	3.4909e-08	5.3304e-08	3.7995e-08	4.9049e-08	1.7883e-08	2.0988e-08	3.4354e-08	2.3542e-08	6.7847e-08	8.3376e-08	8.6302e-08	8.3603e-08	7.8529e-08	7.5057e-08	7.1933e-08	6.4925e-08	5.5125e-08	6.9491e-08	8.1662e-08	7.1706e-08	3.3904e-08	5.4397e-08	1.3131e-07	4.5492e-08	6.9078e-08	6.5229e-08	5.5701e-08	5.9869e-08	6.258e-08	6.3603e-08	3.6856e-08	4.5686e-08	6.8984e-08	5.2332e-08	1.4526e-07
4.5365e-08	2.0975e-08	4.7959e-08	4.6262e-08	7.3654e-08	8.8969e-08	6.374e-08	3.2985e-08	4.7073e-08	5.3757e-08	3.2278e-08	4.577e-08	7.0066e-08	4.2287e-08	4.5725e-08	4.2101e-08	4.6965e-08	3.7428e-08	4.4278e-08	7.468e-08	4.6913e-08	5.394e-08	2.1948e-08	3.1047e-08	4.2756e-08	3.3117e-08	7.9984e-08	9.9154e-08	9.4241e-08	9.6607e-08	9.9925e-08	8.6636e-08	7.9883e-08	7.3737e-08	6.5762e-08	7.4433e-08	8.8594e-08	7.8526e-08	2.9177e-08	5.5417e-08	1.3937e-07	4.8738e-08	7.5704e-08	6.5501e-08	6.889e-08	5.8611e-08	6.482e-08	6.686e-08	3.7131e-08	3.8441e-08	7.149e-08	5.2661e-08	1.3969e-07
4.4332e-08	2.0213e-08	3.8741e-08	4.3123e-08	7.9801e-08	8.6756e-08	6.323e-08	3.1053e-08	4.5696e-08	4.5089e-08	3.1849e-08	4.2118e-08	6.7051e-08	3.5294e-08	3.5843e-08	3.5615e-08	4.5746e-08	3.3207e-08	3.7591e-08	6.1538e-08	4.6807e-08	6.7697e-08	1.8271e-08	2.7363e-08	3.6245e-08	2.9022e-08	6.6053e-08	9.1985e-08	7.8056e-08	7.6954e-08	7.928e-08	7.4009e-08	7.067e-08	5.7207e-08	5.4834e-08	5.4473e-08	7.2256e-08	6.5781e-08	1.7912e-08	4.9343e-08	1.1624e-07	3.888e-08	5.8465e-08	5.6048e-08	4.3893e-08	4.888e-08	5.6656e-08	5.4796e-08	3.2607e-08	3.9442e-08	5.6431e-08	4.4047e-08	1.3425e-07
3.0729e-08	9.7334e-09	1.9426e-08	2.2045e-08	5.3931e-08	6.9184e-08	5.2161e-08	1.4145e-08	2.728e-08	2.368e-08	1.1667e-08	1.6826e-08	1.6047e-08	2.804e-08	2.6783e-08	2.5918e-08	3.6774e-08	1.4888e-08	4.5837e-08	5.2422e-08	3.3766e-08	4.7289e-08	1.623e-08	2.0003e-08	2.7862e-08	2.2531e-08	4.8865e-08	5.8841e-08	6.3317e-08	7.2062e-08	5.9561e-08	7.1283e-08	7.154e-08	5.8368e-08	5.1903e-08	6.0723e-08	7.6456e-08	7.0363e-08	2.6001e-08	5.0767e-08	1.1244e-07	4.0312e-08	5.8738e-08	6.894e-08	7.1509e-08	6.1104e-08	6.4962e-08	7.0789e-08	4.2758e-08	5.2452e-08	8.0055e-08	5.6444e-08	1.323e-07
4.4025e-08	2.0159e-08	4.1946e-08	4.5702e-08	8.6915e-08	8.6724e-08	7.3796e-08	3.6204e-08	4.9797e-08	4.9589e-08	3.312e-08	4.193e-08	6.0174e-08	4.4298e-08	4.8518e-08	4.6193e-08	5.201e-08	3.2893e-08	5.4407e-08	6.8446e-08	5.014e-08	7.7112e-08	2.9034e-08	4.2734e-08	4.8393e-08	4.4984e-08	6.2273e-08	8.6963e-08	9.9353e-08	8.1538e-08	8.5981e-08	8.8241e-08	8.6534e-08	6.7318e-08	6.3962e-08	7.4236e-08	8.8192e-08	7.4705e-08	3.3147e-08	5.6795e-08	1.3079e-07	4.8286e-08	6.7215e-08	7.4266e-08	7.561e-08	6.5296e-08	7.1915e-08	7.2868e-08	4.464e-08	4.273e-08	8.2182e-08	5.8995e-08	1.2525e-07
4.7338e-08	2.1617e-08	4.189e-08	4.8791e-08	8.6091e-08	7.1998e-08	7.3215e-08	3.4949e-08	5.2527e-08	4.4224e-08	2.8901e-08	3.9386e-08	4.6888e-08	4.306e-08	4.1331e-08	4.3221e-08	5.0305e-08	3.2798e-08	3.5092e-08	5.8364e-08	4.8867e-08	5.0807e-08	2.7412e-08	3.7009e-08	4.6389e-08	4.4184e-08	6.0855e-08	7.7144e-08	8.3807e-08	7.2086e-08	6.3526e-08	8.0376e-08	8.0165e-08	5.9854e-08	5.772e-08	5.4763e-08	7.2915e-08	6.9756e-08	3.5088e-08	4.7406e-08	1.0785e-07	4.1269e-08	5.2443e-08	6.6256e-08	7.0018e-08	5.3962e-08	6.3602e-08	5.7505e-08	4.0909e-08	5.1989e-08	6.8708e-08	4.937e-08	1.1753e-07
3.2165e-08	1.1758e-08	1.9663e-08	3.0268e-08	5.1668e-08	6.2845e-08	6.3896e-08	2.1556e-08	3.9228e-08	2.3905e-08	6.7462e-09	2.1632e-08	2.1394e-08	3.9475e-08	3.658e-08	3.6368e-08	4.4798e-08	2.0587e-08	3.7101e-08	4.5692e-08	4.2546e-08	4.8963e-08	2.2079e-08	3.8185e-08	3.5933e-08	3.347e-08	3.7977e-08	4.9268e-08	4.3834e-08	3.8913e-08	3.1967e-08	6.3283e-08	5.9995e-08	4.2687e-08	3.6075e-08	3.1064e-08	4.7604e-08	6.4012e-08	1.2852e-08	3.8133e-08	6.6657e-08	2.6213e-08	2.5483e-08	5.2815e-08	4.263e-08	4.2236e-08	5.0999e-08	4.4837e-08	3.4556e-08	2.8973e-08	5.478e-08	4.0346e-08	1.2064e-07
3.0758e-08	5.2883e-09	1.5592e-08	1.5984e-08	5.9237e-08	4.5694e-08	6.2123e-08	2.1313e-08	2.7088e-08	2.2979e-08	1.011e-08	2.6902e-08	1.8741e-08	4.0848e-08	3.3912e-08	4.0188e-08	4.5996e-08	2.3887e-08	3.9862e-08	3.7669e-08	3.6609e-08	4.4805e-08	2.9686e-08	3.3273e-08	4.357e-08	4.0269e-08	4.5503e-08	6.3199e-08	4.4803e-08	5.6387e-08	4.6522e-08	7.8948e-08	7.3167e-08	5.632e-08	5.0972e-08	5.673e-08	6.8191e-08	7.5168e-08	2.723e-08	4.6836e-08	8.528e-08	3.7513e-08	4.768e-08	6.8449e-08	6.1332e-08	5.7609e-08	6.4603e-08	6.4823e-08	4.4418e-08	4.6253e-08	7.6369e-08	5.4776e-08	1.1729e-07
4.3055e-08	1.611e-08	2.7453e-08	3.4994e-08	6.9126e-08	5.8504e-08	6.4995e-08	2.5556e-08	3.9991e-08	3.1543e-08	1.6192e-08	2.7308e-08	1.4601e-08	4.1165e-08	4.768e-08	4.1218e-08	4.9949e-08	2.1863e-08	4.9918e-08	4.4346e-08	3.9059e-08	4.6088e-08	2.9375e-08	3.1085e-08	4.6236e-08	3.8708e-08	4.6087e-08	6.2589e-08	5.1072e-08	4.5499e-08	4.61e-08	7.1274e-08	6.5615e-08	5.1152e-08	5.0155e-08	4.4333e-08	5.6551e-08	6.8077e-08	3.1453e-08	4.8105e-08	8.0105e-08	3.6123e-08	4.177e-08	6.4695e-08	4.8692e-08	5.1922e-08	5.8812e-08	5.2418e-08	4.0016e-08	5.0328e-08	6.3887e-08	4.4338e-08	1.154e-07
3.8398e-08	1.3114e-08	9.2618e-09	2.1096e-08	3.5772e-08	2.7921e-08	5.0548e-08	1.264e-08	2.7922e-08	1.0402e-08	4.9573e-09	1.1017e-08	3.1415e-09	2.7188e-08	2.424e-08	3.1668e-08	4.2861e-08	1.2647e-08	2.758e-08	3.2548e-08	2.9307e-08	3.4076e-08	2.1496e-08	1.8054e-08	3.7665e-08	2.5747e-08	2.8803e-08	4.2494e-08	2.6275e-08	1.7397e-08	1.7923e-08	5.2332e-08	4.8742e-08	3.6421e-08	2.8189e-08	1.9161e-08	3.0635e-08	6.6445e-08	1.3214e-08	3.0099e-08	4.7023e-08	2.1997e-08	2.1947e-08	4.9948e-08	3.1797e-08	3.6158e-08	4.5131e-08	3.4078e-08	3.0378e-08	4.3943e-08	4.9009e-08	3.2548e-08	1.2398e-07
