0.010379	0.0061066	0.0036386	-0.00066686	0.00058939	-0.0017152	-0.0014465	0.00062859	-0.0030653	0.00034101	-0.0046446	6.8965e-05	-6.6553e-05	0.0012507	0.0066131	0.00059586	0.0061759	-0.0020363	0.00026636	0.0058708	0.0010709	-0.0018168	-0.0029874	-0.00085568	-0.0051119	-0.0023883	-0.0010843	-0.0022947	-0.0015692	0.0040393	0.0027015	-0.0027881	-0.0027916	-0.002738	-0.0010441	0.0035751	-0.0020157	0.00053364	-0.00087002	0.003725	-0.0015709	0.0066044	0.002718	0.00020447	-0.002776	0.00017277	0.0010959	0.00050064	-0.00098734	-0.0030676	-0.00081745	-0.0045457	-0.0018687	-0.0018986	0.00041969	0.0053809	0.0010567	0.0036744	-6.737e-05	0.0015972	0.0043499	0.00077487	7.7308e-05	0.0004723	-0.00036691	-0.0037434	0.00019397	-0.0010096	-0.0010813	1.5859e-05	0.0015223	0.0019693	0.0022274	-6.4185e-05	-0.00020863	0.0032251	0.0017359	0.0015855	-6.1146e-05	0.00092407	0.0039207	0.0019638
0.011134	0.0074131	0.0056386	0.0014642	0.0025574	-0.0017862	3.5134e-05	0.0012526	-0.0021944	0.0016986	-0.0049381	0.00058793	0.00035572	0.0014109	0.0065924	0.0013116	0.0053405	-0.0012577	0.00012927	0.0053774	-6.39e-06	-0.0023714	-0.0032779	-0.0022376	-0.0065766	-0.0028541	-0.00169	-0.0033288	-0.0024093	0.0034425	0.0017501	-0.0031317	-0.0031106	-0.004081	-0.0013993	0.0028186	-0.0023429	-0.00079783	-0.0010125	0.0025885	-0.0029426	0.008625	0.0042821	0.0026725	0.00017789	0.003797	0.0033377	0.0031493	0.00057271	-0.0015505	0.00078251	-0.0043279	-0.00087031	-0.0019903	0.0019642	0.0058874	0.0025148	0.0036015	0.00090512	0.0027975	0.0047032	0.002756	-0.00094952	-0.00025375	-0.0020449	-0.0054659	0.0004455	-0.00082116	-0.0017292	-0.00027157	0.00038126	0.0010319	0.0017703	-0.0004705	-0.0018646	0.0035035	0.001219	0.0016706	-0.00067648	0.0017413	0.0036736	0.0016271
0.011841	0.008624	0.0075219	0.00346	0.0043748	-0.0019584	0.0014218	0.0018278	-0.0014084	0.0029846	-0.0052561	0.0010394	0.00067869	0.0015438	0.0065561	0.0019748	0.0045309	-0.00053594	-1.4866e-05	0.0048853	-0.001054	-0.0029635	-0.0036239	-0.0036439	-0.0080876	-0.0033292	-0.0023037	-0.0043512	-0.0032536	0.0028462	0.00079166	-0.0034737	-0.0034319	-0.0053842	-0.0017493	0.0020745	-0.0026713	-0.0020835	-0.0011666	0.0014918	-0.0042758	0.010536	0.0057384	0.0049693	0.002948	0.0071651	0.0053262	0.005631	0.0020226	-0.00015445	0.002244	-0.0041772	1.8045e-05	-0.0022171	0.0034108	0.0063559	0.0038828	0.0035068	0.0017934	0.0039495	0.0050346	0.0046101	-0.0020042	-0.0010386	-0.0037733	-0.0072566	0.00063947	-0.00069327	-0.0024007	-0.00059974	-0.00075834	5.7476e-05	0.001297	-0.00088727	-0.0035007	0.0037429	0.00069445	0.0017246	-0.0013	0.0025015	0.0034155	0.0012543
0.012445	0.0096498	0.0091699	0.0051821	0.0058943	-0.0023386	0.002614	0.0023025	-0.00079142	0.004122	-0.0056225	0.0013497	0.00080026	0.0016184	0.0064819	0.0025251	0.0037707	6.2518e-05	-0.00017724	0.0043921	-0.0020589	-0.0036276	-0.0040828	-0.0051034	-0.009691	-0.0038284	-0.0029361	-0.0053588	-0.00412	0.0022328	-0.00019799	-0.0038232	-0.0037695	-0.0066233	-0.0021029	0.0013479	-0.003012	-0.0032841	-0.0013514	0.00046457	-0.0055495	0.012234	0.0069829	0.0069196	0.0053412	0.010017	0.0068128	0.0077681	0.0032464	0.00099636	0.0034245	-0.0041635	0.00067639	-0.0027219	0.0046477	0.006742	0.0050634	0.0033651	0.0025028	0.0049839	0.0053154	0.0061848	-0.0031253	-0.0019564	-0.0056236	-0.0091958	0.00070097	-0.00070936	-0.0031368	-0.001027	-0.0019221	-0.0010194	0.00076917	-0.0013416	-0.0051205	0.0038778	0.00014088	0.0016996	-0.0019604	0.003127	0.0031186	0.00077163
0.012903	0.010421	0.010488	0.0065191	0.0070019	-0.0030069	0.0035288	0.0026338	-0.00040985	0.0050477	-0.0060552	0.0014598	0.00064453	0.0016074	0.006351	0.0029099	0.0030785	0.00047824	-0.0003698	0.003895	-0.003015	-0.0043896	-0.0046992	-0.0066368	-0.011421	-0.0043664	-0.0035967	-0.0063486	-0.0050244	0.0015842	-0.0012398	-0.00419	-0.0041357	-0.0077798	-0.002473	0.0006419	-0.0033765	-0.0043704	-0.0015879	-0.0004745	-0.0067519	0.013636	0.007934	0.0083855	0.007203	0.012145	0.007609	0.0094108	0.0041496	0.0017996	0.0042113	-0.0043416	0.0010072	-0.003612	0.0055766	0.0070095	0.0059719	0.0031576	0.0029506	0.0058338	0.0055189	0.0073431	-0.0043428	-0.0030655	-0.007651	-0.011343	0.00056319	-0.00094297	-0.0039749	-0.0016032	-0.0031331	-0.0022542	0.0001513	-0.0018579	-0.0067264	0.0038441	-0.00046255	0.0015517	-0.0026852	0.0035434	0.0027543	0.00010734
0.013186	0.010895	0.011413	0.0073943	0.0076244	-0.0040089	0.0041069	0.0027912	-0.00030778	0.0057157	-0.0065657	0.0013307	0.0001686	0.0014899	0.0061508	0.0030875	0.0024667	0.00066216	-0.00060478	0.0033914	-0.0039239	-0.0052637	-0.0055003	-0.0082527	-0.013295	-0.0049557	-0.004293	-0.0073178	-0.0059787	0.00088253	-0.0023486	-0.0045843	-0.0045405	-0.0088414	-0.0028756	-4.2036e-05	-0.0037759	-0.0053242	-0.0018978	-0.0013183	-0.0078799	0.014686	0.0085389	0.0092768	0.0084274	0.013406	0.0076021	0.010447	0.0046659	0.0021808	0.0045297	-0.0047473	0.00094199	-0.0049501	0.0061188	0.0071334	0.0065409	0.0028734	0.0030718	0.0064382	0.0056221	0.0079718	-0.0056758	-0.0044045	-0.0098888	-0.013731	0.00017138	-0.0014528	-0.0049465	-0.0023665	-0.0044102	-0.0036875	-0.00058678	-0.0024566	-0.0083197	0.0035838	-0.001134	0.0012441	-0.0034982	0.0036844	0.0022954	-0.00080363
0.013277	0.011053	0.011912	0.007768	0.0077295	-0.0053545	0.0043158	0.0027572	-0.00050617	0.0060992	-0.0071589	0.00094513	-0.00063616	0.0012522	0.0058767	0.00303	0.0019417	0.00057815	-0.00089363	0.0028804	-0.0047932	-0.00625	-0.006493	-0.0099462	-0.01531	-0.0056057	-0.0050289	-0.0082637	-0.0069894	0.00011215	-0.0035324	-0.0050157	-0.0049909	-0.009802	-0.0033288	-0.00070299	-0.0042194	-0.0061383	-0.0023005	-0.0020697	-0.0089364	0.015357	0.0087748	0.0095528	0.0089601	0.013731	0.006758	0.010809	0.0047601	0.0020964	0.0043462	-0.005397	0.00044439	-0.0067513	0.006219	0.0071032	0.0067238	0.0025107	0.0028218	0.0067452	0.0056081	0.0079898	-0.0071313	-0.0059899	-0.012346	-0.016365	-0.00051409	-0.0022793	-0.0060754	-0.0033414	-0.005766	-0.005343	-0.001468	-0.003153	-0.0099002	0.0030477	-0.0018871	0.00074959	-0.0044182	0.0034954	0.0017193	-0.0020149
0.013175	0.010905	0.011982	0.0076361	0.0073236	-0.007021	0.0041509	0.0025276	-0.0010043	0.0061902	-0.007833	0.00030775	-0.0017479	0.00088878	0.0055331	0.0027247	0.0015041	0.00020501	-0.0012455	0.0023637	-0.0056342	-0.0073345	-0.0076654	-0.011699	-0.017444	-0.0063223	-0.005805	-0.0091837	-0.008057	-0.00073931	-0.0047918	-0.0054928	-0.0054906	-0.010661	-0.0038501	-0.00134	-0.0047137	-0.006815	-0.0028118	-0.002739	-0.0099279	0.015648	0.0086473	0.0092194	0.0087947	0.013115	0.0051146	0.010475	0.004427	0.0015326	0.003666	-0.0062889	-0.00049032	-0.0089869	0.0058478	0.0069238	0.0064964	0.0020761	0.0021786	0.0067157	0.0054673	0.007354	-0.0087041	-0.0078175	-0.015009	-0.019221	-0.0015162	-0.0034432	-0.0073769	-0.0045385	-0.0072073	-0.007228	-0.0025072	-0.003957	-0.011467	0.0021988	-0.0027301	5.1163e-05	-0.0054574	0.0029377	0.0010089	-0.0035656
0.012887	0.01048	0.011648	0.007025	0.0064442	-0.0089626	0.0036337	0.0021107	-0.0017826	0.0059967	-0.0085811	-0.00055894	-0.0031218	0.00040203	0.005134	0.0021747	0.0011508	-0.0004625	-0.0016656	0.0018467	-0.0064588	-0.0084898	-0.0089892	-0.013481	-0.019654	-0.0071068	-0.0066176	-0.010076	-0.0091768	-0.0016799	-0.0061219	-0.0060227	-0.0060409	-0.011424	-0.004455	-0.0019513	-0.0052626	-0.0073643	-0.0034407	-0.0033399	-0.010862	0.015577	0.0081856	0.0083207	0.0079652	0.011609	0.0027665	0.0094634	0.0036883	0.00050238	0.0025282	-0.0074061	-0.001839	-0.011593	0.0050025	0.0066145	0.0058575	0.0015838	0.0011423	0.0063265	0.0051983	0.0060607	-0.010378	-0.0098646	-0.017844	-0.022254	-0.0028408	-0.0049464	-0.0088574	-0.0059561	-0.0087363	-0.0093355	-0.0037101	-0.0048735	-0.013021	0.0010146	-0.0036648	-0.00085715	-0.0066223	0.0019896	0.00015505	-0.0054783
0.01243	0.0098232	0.010951	0.005985	0.0051518	-0.01112	0.0028069	0.0015246	-0.0028061	0.0055397	-0.0093918	-0.001619	-0.0046996	-0.00019805	0.0047002	0.0013972	0.0008761	-0.0014138	-0.0021538	0.0013377	-0.0072773	-0.0096784	-0.010425	-0.015256	-0.02189	-0.0079554	-0.007459	-0.010937	-0.010339	-0.0027116	-0.0075131	-0.0066096	-0.0066403	-0.0121	-0.0051535	-0.0025337	-0.005866	-0.0078009	-0.0041883	-0.0038859	-0.011744	0.015177	0.0074362	0.0069286	0.0065352	0.0093108	-0.00015331	0.0078317	0.002587	-0.00095911	0.00099649	-0.0087207	-0.0035564	-0.014483	0.0037048	0.0062061	0.0048273	0.0010526	-0.00026636	0.0055713	0.0048082	0.0041434	-0.012131	-0.012095	-0.020805	-0.025406	-0.0044773	-0.0067733	-0.010513	-0.0075815	-0.01035	-0.011647	-0.0050726	-0.0059025	-0.014561	-0.00051078	-0.0046863	-0.0019705	-0.0079118	0.00064937	-0.00084266	-0.0077567
