0.004	77.0	
0.008	79.0	
0.012	76.0	
0.016	79.0	
0.02	73.0	
0.024	73.0	
0.028	67.0	
0.032	67.0	
0.036	66.0	
0.04	74.0	
0.044	76.0	
0.048	67.0	
0.052	77.0	
0.056	84.0	
0.06	61.0	
0.064	72.0	
0.068	70.0	
0.072	71.0	
0.076	68.0	
0.08	70.0	
0.084	76.0	
0.088	75.0	
0.092	71.0	
0.096	62.0	
0.1	86.0	
0.104	77.0	
0.108	89.0	
0.112	73.0	
0.116	88.0	
0.12	68.0	
0.124	86.0	
0.128	73.0	
0.132	92.0	
0.136	81.0	
0.14	75.0	
0.144	91.0	
0.148	83.0	
0.152	85.0	
0.156	83.0	
0.16	75.0	
0.164	66.0	
0.168	76.0	
0.172	91.0	
0.176	72.0	
0.18	83.0	
0.184	88.0	
0.188	92.0	
0.192	83.0	
0.196	90.0	
0.2	83.0	
0.204	99.0	
0.208	84.0	
0.212	101.0	
0.216	93.0	
0.22	84.0	
0.224	79.0	
0.228	100.0	
0.232	89.0	
0.236	77.0	
0.24	81.0	
0.244	98.0	
0.248	99.0	
0.252	91.0	
0.256	76.0	
0.26	95.0	
0.264	94.0	
0.268	71.0	
0.272	83.0	
0.276	79.0	
0.28	79.0	
0.284	96.0	
0.288	82.0	
0.292	89.0	
0.296	102.0	
0.3	86.0	
0.304	78.0	
0.308	118.0	
0.312	86.0	
0.316	86.0	
0.32	99.0	
0.324	74.0	
0.328	95.0	
0.332	100.0	
0.336	81.0	
0.34	119.0	
0.344	112.0	
0.348	87.0	
0.352	99.0	
0.356	83.0	
0.36	100.0	
0.364	95.0	
0.368	104.0	
0.372	93.0	
0.376	125.0	
0.38	106.0	
0.384	99.0	
0.388	86.0	
0.392	103.0	
0.396	95.0	
0.4	96.0	
0.404	111.0	
0.408	111.0	
0.412	107.0	
0.416	113.0	
0.42	87.0	
0.424	84.0	
0.428	73.0	
0.432	93.0	
0.436	123.0	
0.44	99.0	
0.444	118.0	
0.448	91.0	
0.452	109.0	
0.456	129.0	
0.46	96.0	
0.464	103.0	
0.468	101.0	
0.472	111.0	
0.476	105.0	
0.48	131.0	
0.484	101.0	
0.488	127.0	
0.492	109.0	
0.496	114.0	
0.5	93.0	
0.504	101.0	
0.508	107.0	
0.512	116.0	
0.516	102.0	
0.52	108.0	
0.524	110.0	
0.528	110.0	
0.532	104.0	
0.536	121.0	
0.54	134.0	
0.544	113.0	
0.548	108.0	
0.552	113.0	
0.556	128.0	
0.56	117.0	
0.564	130.0	
0.568	115.0	
0.572	104.0	
0.576	113.0	
0.58	128.0	
0.584	122.0	
0.588	126.0	
0.592	122.0	
0.596	123.0	
0.6	148.0	
0.604	145.0	
0.608	135.0	
0.612	134.0	
0.616	135.0	
0.62	142.0	
0.624	137.0	
0.628	154.0	
0.632	130.0	
0.636	130.0	
0.64	131.0	
0.644	147.0	
0.648	147.0	
0.652	148.0	
0.656	182.0	
0.66	154.0	
0.664	145.0	
0.668	149.0	
0.672	166.0	
0.676	148.0	
0.68	124.0	
0.684	165.0	
0.688	141.0	
0.692	184.0	
0.696	164.0	
0.7	161.0	
0.704	173.0	
0.708	160.0	
0.712	161.0	
0.716	179.0	
0.72	151.0	
0.724	178.0	
0.728	178.0	
0.732	198.0	
0.736	185.0	
0.74	173.0	
0.744	212.0	
0.748	152.0	
0.752	203.0	
0.756	196.0	
0.76	191.0	
0.764	226.0	
0.768	240.0	
0.772	188.0	
0.776	218.0	
0.78	233.0	
0.784	233.0	
0.788	235.0	
0.792	210.0	
0.796	244.0	
0.8	233.0	
0.804	265.0	
0.808	246.0	
0.812	251.0	
0.816	271.0	
0.82	300.0	
0.824	289.0	
0.828	281.0	
0.832	294.0	
0.836	309.0	
0.84	319.0	
0.844	332.0	
0.848	308.0	
0.852	339.0	
0.856	343.0	
0.86	370.0	
0.864	389.0	
0.868	401.0	
0.872	383.0	
0.876	414.0	
0.88	412.0	
0.884	432.0	
0.888	488.0	
0.892	430.0	
0.896	520.0	
0.9	508.0	
0.904	554.0	
0.908	574.0	
0.912	510.0	
0.916	622.0	
0.92	583.0	
0.924	584.0	
0.928	643.0	
0.932	632.0	
0.936	588.0	
0.94	627.0	
0.944	629.0	
0.948	631.0	
0.952	607.0	
0.956	517.0	
0.96	488.0	
0.964	481.0	
0.968	407.0	
0.972	386.0	
0.976	301.0	
0.98	187.0	
0.984	104.0	
0.988	35.0	
0.992	6.0	
0.996	0.0	
1.0	0.0	
